一一 逐一
往日 昔日
往来 来往
征伐 挞伐
征兆 征象
征战 交战
征求 收罗
征聘 征请
征象 现象
征采 搜寻
待价而沽 奇货可居 囤积居奇
徇情枉法 徇私舞弊
很久 良久
很可能 极可能
很多 许多 良多
徐徐 渐渐
徒托空言 托之空言
徒有虚名 名不副实
徒然 枉然
得偿所愿 称心如意 心满意足
得到 获得
得多 很多
得寸进尺 软土深掘
得当 适当 适合
得心应手 轻车熟路 驾轻就熟
得悉 得知
得意 满意 自满 自得
得意洋洋 自鸣得意
得才兼备 品学兼优
得救 解围 获救
得罪 开罪 获咎 冒犯
得胜 获胜 告捷
得过且过 苟且偷生
得陇望蜀 漫无止境 贪心不足 贪猥无厌
徘徊 盘桓 徜徉 彷徨
徜徉 倘佯
御医 太医
循分 安分
循环 轮回
循规蹈矩 按部就班 循序渐进
微不足道 眇乎小哉
微乎其微 微不足道
微妙 奥妙
微小 细小
微时之交 布衣之交
微薄 菲薄单薄
德威并用 剿抚兼施 恩威并重
德律风 电话
德行 德性
德配 元配
德高望重 年高德劭
心事 苦衷
心伤 心酸
心口不一 言不由衷
心坎 心田
心境 心情
心如乱麻 盘根错节
心心相印 心领神会
心悦诚服 甘拜下风
心情 表情
心惊胆战 提心吊胆
心意 情意
心折 心服
心曲 襟曲
心服口服 心悦诚服
心机 心计心情
心满意足 称心满意
心灰意冷 意气消沉
心烦意乱 心乱如麻
心猿意马 心神恍惚
心田 内心
心病 芥蒂
心神不定 犹豫不决 心猿意马 优柔寡断
心肠 心地
心胸 气量气度 气度
心花怒放 兴高采烈
心血 血汗
心领神会 心照不宣
心高气傲 骄气十足
必不得已 迫不得已 出于无奈
必定 一定
必将 势必
必恭必敬 恭恭敬敬
必然 必定
必要 需要
必须 必需
忌妒 妒忌
忌讳 隐讳
忌辰 忌日
忍耐 忍受
忍辱负重 委曲求全
忏悔 反悔
忐忑不安 七上八下
忖前思后 前思后想
志得意满 沾沾自喜
志愿 自愿
忘乎所以 得意忘形
忘却 忘怀
忘形 失色 失态
忘怀 忘记
忘恩负义 利令智昏
忘我 无私
忘记 遗忘 忘掉
忠于职守 毋忝厥职
忠厚 忠诚
忠告 忠言
忠实 忠厚
忠诚 忠实 虔诚
忧心如捣 忧心忡忡 忧心如焚
忧心忡忡 内心不安
忧惧 恐忧
忧愁 忧闷
忧虑 忧愁
忧郁 郁闷
快乐 康乐 欢愉
快快当当 急急巴巴 急急忙忙
快意 如意 称心
快活 快乐
快马加鞭 马不停蹄
念佛 念经
念叨 念道
念念不忘 铭心镂骨 时刻不忘 记忆犹新 历历在目 念兹在兹
念旧 怀旧
忽冷忽热 乍寒乍热
忽忽不乐 闷闷不乐
忽然 溘然 遽然 突然
忽略 疏忽
忽视 轻忽
忿忿 愤愤
忿恨 愤恨
怀念 眷念 纪念
怀才不遇 明珠暗投
怀璧其罪 象齿焚身
怀疑 思疑 嫌疑
怀胎 受孕 妊娠
态度 立场
态度严肃 正襟危坐
态度冷静 平心易气 平心定气
怂恿 鼓动
怄气 生气
怅惋 怅惜
怅惘 惘然
怎么 怎样
怎么样 怎样
怎样 如何
怎知 安知
怒不可遏 拊膺切齿 令人发指
怒冲冲 气汹汹
怒吼 咆哮
怒斥 痛斥
怒气冲冲 怒气冲发
怕惧 惊怕
怕羞 含羞
怜悯 同情
怜惜 吝惜 矜恤 珍视
思念 忖量
思惟 思维
思想 思惟
思索 思考
思考 思虑
思路 思绪
思辨 思辩
思量 考虑
怠倦 疲乏
怠惰 怠懈 懈怠
怡然自得 悠然自得
急中生智 情急智生
急乎乎 急忙忙
急公好义 慷慨仗义
急切 孔殷
急变 遽变
急忙 仓猝 仓卒 匆促 匆匆
急忙忙 急巴巴
急急 吃紧
急躁 烦躁
急迫 迫切
急遽 急忙
性命 人命
性子 性质
性情 脾气
性格 性情
怨天尤人 自怨自艾
怨天恨地 怨天尤人
怨尤 怨恨
怨愤 愤懑
怪异 奇异
怪杰 奇人
怪样子 四不像
怪诞 神怪 荒诞
总体 整体
恃强凌弱 仗势欺人
恋人 情人
恋恋不舍 依依不舍
恋情 爱情
恋慕 爱慕 爱戴
恍忽 恍惚
恐吓 恫吓 打单
恐怕 生怕
恐怖 可骇
恐惊 恐惧
恐惧 惊骇
恐惧不安 栗栗不安
恐慌 惊惧 惊愕 惊恐 发急
恒久 长久
恒河沙数 数以万计 满坑满谷
恣意 尽情 任意
恨入骨髓 恨之入骨
恩仇 恩怨
恩典 膏泽
恩将仇报 以怨报德
恩德 恩义
恩情 恩典
恩惠 恩德
恩泽 恩惠膏泽
恪守 固守
恫吓 威吓
恬静 舒适
恭惟 恭维
恭敬 恭顺 尊重
恭维 捧场
息事宁人 相安无事
息兵 停战
息息相关 互相关注
息息相通 心心相印
息款 息钱
息肉 瘜肉
恰到好处 恰如其分 适可而止
恰好 正好 恰恰
恰如私愿 正中下怀
恰巧 刚巧
恰当 得当
恰是 正是
恰谈 洽商
恳切 诚心
恳求 哀告 乞请 哀求 请求 苦求 乞求
恶兆 凶兆
恶劣 卑劣
恶妻 泼妇
恶性难改 怙恶不悛
恶搞 恶搞
恶梦 噩梦
恶棍 无赖
恶毒 狠毒
恶浊 肮脏
恶疾 顽疾
恶相 凶相
恶行 罪行
恻隐 怜悯
恼怒 愤怒
悄悄 静静 暗暗
悄然默默 静静
悔恨 懊丧 痛恨 懊悔 后悔
悔过 悔悟
悠长 悠久
悠闲 落拓
患了 得了
患有 得了
患病 得病
患难与共 同甘共苦
患难夫妻 同命鸳鸯
悬崖 绝壁
悬梁 吊颈
悬殊 差异
悯恤 怜恤
悲伤 哀痛 悲戚 悲痛
悲凄 楚切 凄切
悲凉 凄凉
悲叹 叹伤
悲哀 悲痛
悲啼 号泣 号哭 哀号
悲忿 悲愤
悲恸 悲哀
悲悼 伤悼 哀悼 哀伤
悲惨 悲凉
悲欢离合 离合悲欢
悲泣 悲啼
悲痛 哀思 悲恸 沉痛
悲观 消极 灰心 颓废
悼念 吊唁
悼词 悼辞
情不自禁 不由自主
情义 情谊
情况 情形
情分 情份
情势 形式
情同骨肉 亲如手足 情同手足
情形 景遇 景象
情急生智 急中生智
情意 情义
情感 感情
情愿 宁愿
情投意合 心心相印
情景 情形
情有独锺 情之所锺
情素 情愫
情绪 情感
情谊 友谊 情意
情面 人情
惆怅 难过
惊叹 赞叹
惊喜 欣喜
惊天动地 震天动地
惊奇 惊讶 惊异 诧异
惊弓之鸟 伤弓之鸟
惊恐 惊骇
惊悸 惊慌
惊惶 惊悸
惊惶失措 猝不及防 手足无措
惊愕 惊诧
惊慌 惊惶
惊疑 惊奇
惊艳 冷艳
惊诧 骇怪
惊骇 惶恐
惋惜 怅惘
惟一 唯一
惟妙惟肖 活灵活现
惦念 想念
惦记 惦念 缅怀
惧怕 恐惧
惧罪 畏罪
惨剧 悲剧
惨恻 惨怆 凄怆
惨淡 昏暗 暗澹
惨澹 惨淡
惨然 惨淡
惨痛 惨重
惨白 苍白
惨绝人寰 惨无人道
惩办 惩处
惩恶 劝善
惩治 惩办
惩罚 责罚 赏罚
惬意 舒服
惭愧 忸捏
惯例 老例
惯用 习用
想入非非 异想天开
想念 驰念
想想 想一想
想法 设法主意
惶恐 悚惶 惊慌
惶惶 惶惑 惶遽
惹事生非 无事生非
惹人 引人
惹火烧身 招灾惹祸
惺忪 惺松
愁眉不展 颦眉促额 愁云满面
愁眉苦脸 愁眉锁眼
愁肠百结 满腹忧愁
愁闷 郁悒
愈加 越发
愈来愈 越来越
愉快 兴奋
愉逸 安乐
意会 领悟
意味深长 语重心长
意得志满 踌躇满志
意气扬扬 洋洋得意
意气相合 气味相投 气味相合
意见 定见
意见意义 趣味
意识到 意想到
愚昧 愚笨
愚笨 愚蠢
愚蠢 愚昧 笨拙
感冒 伤风
感到 感应
感化 感导 传染感动 浸染
感受 感触感染
感召 感化
感叹 感慨
感导 劝化 陶染
感恩图报 结草衔环
感情 情绪 豪情
感愧并交 感愧交集
感慨 感伤
感染 传染
感激 感谢感动
感激不尽 感激涕零
感觉 感受
感触 感慨 感想 感到
感谢 感激
愣住 停住
愤怒 气忿 愤慨 气愤
愤恨 恼恨 仇恨
愤懑 愤激 怫郁
愧疚 惭愧
慈善家 善士
慈悲心肠 好生之德
慈爱 慈祥
慌乱 忙乱
慌忙 急忙
慌慌张张 快快当当
慌手慌脚 手忙脚乱
慌脚鸡 毛姜
慎重 稳重
慓悍 剽悍
慢悠悠 慢吞吞
慢慢 渐渐
慢说 漫说
慢道 漫道
慨诺 允承
慰劳 慰问
慰藉 安慰
慷慨 激昂大方
慷慨解囊 仗义疏财
憎恨 仇恨
憎恶 憎恨
憧憬 向往
憨厚 浑厚
憨实 浑厚
憬悟 省悟
懂得 晓得
懊丧 沮丧
懊悔 后悔
懒惰 怠惰 懒散
懦夫 怯夫
戈壁 沙漠
戋戋 区区
戍卫 卫护
戏剧演员 梨园子弟
戏子 伶人
戏弄 辱弄 嘲谑 把玩簸弄
戏院 剧场
成为了 成了
成仁取义 视死如归
成仇 构怨
成仙 羽化
成全 玉成
成分 成份
成千上万 不计其数
成名术 登龙术
成品 制品
成心 故意
成果 功效
成竹在胸 胸有成竹
成绩 成就
成群结队 三五成群
成见 偏见
成规 陋习
戒备 警觉 防备
或人 某人
或许 也许
或谓 或曰
战云浓密 鼙鼓雷鸣
战场 疆场
战役 战争
战斗 战役
战死沙场 马革裹尸
战火 烽火
战略 计谋
战线 阵线
戚属 亲串
截然不同 判然不同
截趾适履 削足就履
截趾适屦 削足就履
戮力同心 同仇敌忾
戳穿 揭穿
戴德 感德 感恩
房东 房主
房契 宅券
房客 佃农
房屋 衡宇
房钱 租金
所向披靡 所向无敌
所嫁非人 遇人不淑
所致 而至
扁豆 藊豆
手到擒来 易如反掌
手到病除 妙手回春
手忙脚乱 惊慌失措
手简 手翰
手脚 四肢举动
手腕 手段
手舞足蹈 载歌载舞
手足同心 同气连枝
手足无措 七手八脚
手足昆季 昆仲 昆玉
手足胼胝 手足重茧
才华 才调 才气
才干 才华
才情 才思
才智 才干
才气 才能
才气纵横 天才横溢
才高八斗 学富五车 八斗之才
才高气傲 恃才傲物
扎眼 刺眼
扎脚 裹足
扑灭 杀绝 息灭 袪除 歼灭
扒开 拨开
扒手 窃贼 窃匪
扒犁 爬犁
打仗 交兵 兵戈 构兵 接触
打倒 打垮
打冷颤 打冷战
打击 进攻 冲击 攻击 袭击
打动 感动
打劫 掠夺
打单 勒索
打听 探问 探询探望
打定主意 拿定主意
打手式 打手势
打扫 扫除
打扮 妆扮 服装 梳妆
打搅 打扰
打斗 斗殴 打架
打更 击柝
打水 吊水 取水 汲水
打消 撤销
打猎 狩猎
打盹 瞌睡
打眼号 递眼色
打碎 打坏
打算 筹算
打胎 堕胎 人工流产
打赌 赌博
打趣 玩笑
打通 买通
打量 审察 端详
打门 叩门 拍门
打顺风锣 打顺风旗
打饥荒 闹饥荒
扔弃 抛弃
托付 拜托
托咐 托付
托故 藉端 借端
托言 饰辞
托词 藉词 遁词
托钵 讨饭
托钵人 叫花子 乞丐
扞卫 保卫
扞格难入 格格不入
扣头 折扣
扣押 拘留收禁
扣留 截留
扣问 询问
执法 法律
执绋 送丧 送葬
执行 履行
执迷不悟 死心塌地
扩展 扩大
扩张 扩大
扩散 分散 散布
扫兴 失望
扫墓 省墓
扫尾 收尾
扫除 清除
扬声恶骂 破口大骂
扬弃 抛弃
扬扬得意 吐气扬眉
扬琴 洋琴
扬长而去 拂袖而去
扭捏 摇摆
扭转 改变
扮演 饰演
扮装 化装
扯破 撕裂
扯谈 胡诌
扯谎 撒谎
扰乱 侵扰
扳缠不清 牵丝扳藤 纠缠不清
扳话 攀话
扳连 瓜葛 牵缠 干连 牵涉
扶养 供养 抚养
扶助 扶直 搀扶帮助
扶摇直上 青云直上
扶植 拔擢 培植
批准 核准
批判 批评
批示 指示
批红判白 偷天换日
批评 指斥 攻讦 评论 品评 评述 指摘
批颊 掌掴
批驳 批判 褒贬
扼守 据守
扼杀 抹杀
扼要 简要
承上启下 承先启后
承上起下 承上启下
承先启后 承前启后
承前启后 继往开来
承情 领情
承担 承当
承继 承袭 继承
承袭 秉承
承认 认可
承诺 许诺
技击 武术
技巧 技能
技术 手艺
技痒 摩拳擦掌
技能 技术 妙技
技艺 身手
抄录 抄写
抄掠 搜劫
抄本 手本
抄袭 剽窃
抉剔 挑剔
抉择 决定
把守 扼守 看守 拒守
把式 把势
把戏 魔术 幻术
把持 独霸 垄断
把握 掌控
把柄 痛处
把稳 留心 留意
把脉 评脉 切脉
把臂而谈 促膝谈心
抑低 贬抑
抒怀 抒情
抒难 解危
抓住 捉住
投合 逢迎
投奔 投靠
投掷 抛掷 扔掷
投机 投契
投止 寄宿
投笔从戎 弃文就武
投降 屈膝投降
投鼠忌器 有所顾忌
抖动 发抖
抖擞 感奋 焕发 奋起
抖擞精神 磨砺以须
抗命 逆命 方命
抗衡 对抗
折中 折衷
折磨 熬煎
折辱 摧辱 挫辱
抚养 抚育
抚心 扪心
抚慰 宽慰 劝慰
抚摸 抚摩
抚玩 赏玩 观赏
抚琴 操琴
抚躬自问 扪心自问
抛售 兜售
抛弃 扔掉 甩掉
抛摆 抛撇
抛清 撇清
抛荒 疏弃
抢先 争先
抢夺 掠取
抢救 急救
报告 陈诉 讲演 呈文 告诉 呈报 陈述 申报 敷陈 陈说 讲述
报告请示 汇报
报命 应命
报导 报道
报怨 埋怨
报歉 道歉
报答 答谢 酬谢 酬金 酬报
报酬 报答 酬劳 待遇
抨击 报复
披发 散发
披垂 披散
披星带月 餐风饮露 餐风宿雨 披霜冒露 戴月披星 餐风宿露 带月披星
披星戴月 披星带月
披沙拣金 去伪存真 去粗取精
披肝沥胆 推诚相见 赤诚相见
披荆棘 披荆斩棘
披览 拆阅 披阅
披麻带孝 拖麻拽布
抬举 提拔
抬头 昂首
抱头 捧头 捧首
抱头鼠窜 狼狈而逃 抛戈弃甲 溜之大吉 逃之夭夭
抱屈 含冤 受冤 负屈 抱冤
抱怨 埋怨 诉苦
抱恨 怀怨 含恨 赍恨 怀愁
抱歉 歉仄 抱愧 负疚
抱残守缺 墨守成规 因循守旧 陈陈相因 故步自封 固步自封
抱病 得病 扶病 罹病 生病 害病 患病 染病
抱负 理想
抵抗 抵御 反抗 抵当 抵制
抵押 典质
抵挡 招架 抵抗
抵牾 矛盾
抵触 抵牾
抵赖 狡赖
抽丰 打秋风
抽噎 抽泣
抽泣 抽咽
抽烟 吸烟
抽空 抽暇 抽闲
抽芽 萌芽 发芽
拂尘 接风
拂拭 扫除
拂晓 破晓
拂袖 拂衣
拂面 掠面
担任 担负
担当 负担负责 经受 担任 接受
担心 忧虑 忧郁 担忧
担忧 耽忧
担搁 耽搁
担水 挑水
担负 担当
拆伙 散伙
拆除 撤除
拈花惹草 弄柳拈花
拉拢 羁糜 说合 撮合 笼络
拊膺切齿 怒火万丈 怒气冲天 怒火中烧 怒发冲冠
拌合 搀和 搀合 拌杂
拍案叫绝 拍桌惊叹
拍案而起 赞不绝口
拍照 摄影
拍门 扣门 敲门
拍马屁 捧臭脚
拐弯抹角 旁敲侧击 借题发挥
拐杖 手杖
拒捕 抗捕
拒绝 谢绝
拓荒 垦荒
拔苗助长 揠苗助长 适得其反 欲速不达
拔锚 起锚
拔除 铲除
拖延 迁延 迟延 稽延 稽迟
拖沓 疲塌 拖拉
拖泥带水 滞滞泥泥 牵丝攀藤
拘捕 逮捕
拘束 羁绊
拘谨 拘束
拙劣 低劣
拙荆 山妻 山荆
拚命 搏命
招供 供认
招呼 号召
招安 招抚
招待 接待
招徕 兜揽
招认 供认
招集 召集
拜会 拜见
拜候 访谒
拜别 离去
拜年 贺年
拜托 请托 奉求 寄托
拜把兄弟 换帖兄弟 结拜兄弟
拜望 探访 拜谒 访候 探望打听
拜见 参见
拜访 造访
拜谒 拜见
拜鬼求神 求神拜佛 求神拜鬼
拣选 挑撰
拥塞 堵塞
拥戴 拥护
拥挤 拥堵
拥有 具有
拦截 阻挡
拦阻 阻碍 阻挠 阻拦 阻截 劝止
拨弄 盘弄
拨浪鼓 货郎鼓
择要 摘要
拯救 解救
拯民水火 解民倒悬
拳拳 惓惓
拼凑 拼集
拼集 凑合
拾人牙慧 拾人涕唾 吠影吠声
拾遗补缺 抬遗补阕
拾零 鳞爪
持之以恒 锲而不舍
持平立论 平心而谈
持志 守节 守志
持疑不定 持疑不决
持禄 尸位素餐
持续 延续
持重 稳重
挂彩 负伤
挂念 记挂 牵挂 牵记
挂花 挂彩
挂记 挂心
指导 指点
指手划脚 指手画脚
指挥 批示
指望 期望
指模 手印
指正 斧正
指示 唆使 指导
指责 诘问诘责 求全谴责
指鸡骂犬 指桑骂槐
按序 顺次
按捺 抑制
按摩 推拿
按期 定期
按次 顺次
按照 依照
按语 案语
按部就班 循序渐进
挑拣 挑选
挑拨 教唆 唆使 嗾使
挑撰 采选
挑衅 搬弄 挑战
挑选 遴选
挖苦 奚落 讥讽
挚友 好友
挟制 劫持
挟恨 怀恨
挡住 盖住
挣脱 摆脱
挥动 挥舞
挥挥手 招招手
挥汗如雨 汗流浃背
挥泪 洒泪
挥金如土 挥霍无度
挥霍 浪费
挨次 依次
挨近 靠近
挨饿 受饿
挪动 移动
振振有词 理直气壮
挺拔 挺立
挺秀 挺拔
挺立 耸立 直立 矗立
挺而走险 铤而走险
挺身而出 自告奋勇
挽救 拯救
捆绑 绑缚
捉弄 玩弄
捉拿 缉捕
捉襟见肘 左支右绌
捋臂将拳 摩拳擦掌
捋臂张拳 擦拳磨掌 擦掌磨拳 擦拳抹掌 擦掌摩拳
捏词 设辞 砌词 设词
捐募 捐献
捐款 捐钱
捐躯 牺牲
捕获 捕捉
捕鱼 打鱼
损害 伤害
损耗 消耗
换衣 更衣
捣乱 拆台
捣毁 摧毁
捣蛋 捣鬼
捣鬼 捣乱
据有关 据相关
据说 听说
捷报 喜报
掂量 权衡
授予 授与
掉队 落伍
掌握 把握
掌珠 令嫒
排击 排挤
排列 摆列 布列
排山倒海 翻天覆地 雷霆万钧
排挤 倾轧 排出
排斥 排挤
排泄 渗出
排练 排演
排解 排遣
排闼 推门
排阵 布阵
排除 解除 清扫 破除
排难解纷 排忧解难
掘客 发掘
掠取 掠夺
掠过 擦过
探亲 投亲
探友 访友
探听 密查
探员 捕快
探寻 探访
探求 根究 寻找
探究 探讨
探索 摸索 索求
探讨 商量 切磋
探询 探听
探问 探询
接二连三 连续不断
接于眼前 近在眉睫
接办 接手
接受 接管
接收 领受
接替 代替
接洽 联系
接济 救济
接班人 接棒人
接管 接收
接纳 回收 采用 给与
接贵攀高 攀龙附凤
接踵 相继
控告 指控 控诉
推举 选举
推动 鞭策
推却 辞谢
推卸 推辞
推委 推诿
推崇 推重
推广 推行
推心置腹 坦怀相待
推戴 拥戴
推敲 斟酌
推断 揣摸 揣度
推求 推寻
推波助澜 火上加油
推测 猜测 猜度 推想 推断 揣摩 料到
推涛作浪 挑拨离间
推脱 推诿
推行 践诺 奉行 履行
推许 推崇
推辞 辞让 谢绝
推进 推动
推迟 推延
推选 推举
推重 推许
掩护 保护
掩盖 袒护
掩蔽 遮掩
掩藏 遮蔽
掩饰 掩盖
掩饰笼罩 掩盖
措施 办法
掱手 扒手
掳掠 抢劫
掷中 命中
掺假 搀假
掺和 搀和
掺杂 搀杂
描画 刻画
描绘 描画
描述 描写
提供 供应 供给
提倡 倡始 首倡 发起
提前 提早
提及 说起
提心吊胆 心惊肉跳
提拔 提升 汲引
提携 扶携提拔
提示 提醒
提要 概要 提纲 撮要
提防 防备
插手 插足
握别 告别
揣想 悬想
揣摩 琢磨
揣测 臆测 测度 忖测 忖度
揭发 诘扬 讦扬 讦发 揭破
揭幕 开幕
揭疮疤 揭隐私
揭破 揭露
揭示 揭露
揭穿 揭露
援助 支援
援引 援用
援救 搭救
揶揄 嘲弄
搀和 搀杂
搀扶 扶持
搁笔 停笔
搁置 弃捐
搅扰 烦扰
搅散 搞乱
搏命 冒死 拼死
搏斗 格斗 奋斗
搜刮 搜索
搜寻 搜索
搜查 搜寻
搜集 汇集
搬动 挪动转移
搬家 搬场 迁居 搬迁
